id,cruise,day,time,depth,prs,lat,lon,temp,sal,cs137_f,cs137_f_err,cs134_f,cs134_f_err,cs137_s,cs137_s_err,cs134_s,cs134_s_err,source
475,KOK 11-08,6/15/11,16:08,surf,1,36.998,141.400,17.090,33.949,460,11,465,8,456.9,10.9,417.3,7.4,Buesseler et al. 2012 PNAS
483,KOK 11-08,6/15/11,16:12,20,20.1,36.998,141.400,16.170,34.096,290,7,307,6,287.4,7.3,271.8,5.5,Buesseler et al. 2012 PNAS
482,KOK 11-08,6/15/11,16:12,50,49.5,36.998,141.400,12.622,34.208,239,10,231,4,236.8,10.4,204.4,3.8,Buesseler et al. 2012 PNAS
481,KOK 11-08,6/15/11,16:12,100,100.3,36.998,141.400,9.543,34.033,63,2,61,1,62.0,1.7,54.3,1.3,Buesseler et al. 2012 PNAS
488,KOK 11-08,6/15/11,19:15,surf,1,36.745,141.404,17.365,33.338,537,14,556,11,532.7,13.4,499.0,9.7,Buesseler et al. 2012 PNAS
489,KOK 11-08,6/15/11,21:00,10,10,36.497,141.398,14.781,34.092,499,11,518,7,495.0,10.6,457.8,5.9,Buesseler et al. 2012 PNAS
490,KOK 11-08,6/15/11,21:00,20,23.4,36.497,141.398,13.750,34.141,425,11,415,9,421.2,11.0,366.5,7.8,Buesseler et al. 2012 PNAS
491,KOK 11-08,6/15/11,21:00,50,53.5,36.497,141.398,11.596,34.124,290,7,294,5,287.8,6.7,259.8,4.3,Buesseler et al. 2012 PNAS
492,KOK 11-08,6/15/11,21:00,100,104.9,36.497,141.398,10.143,34.208,36,1,34,1,35.5,1.2,30.0,1.0,Buesseler et al. 2012 PNAS
497,KOK 11-08,6/16/11,5:17,200,199.8,36.497,141.398,5.615,33.635,8.5,0.5,6.8,0.5,8.4,0.5,5.9,0.5,Buesseler et al. 2012 PNAS
498,KOK 11-08,6/16/11,5:17,500,500.4,36.497,141.398,5.059,34.093,2.2,0.2,1.7,0.3,2.2,0.2,1.5,0.2,Buesseler et al. 2012 PNAS
499,KOK 11-08,6/16/11,5:17,1000,1000.4,36.497,141.398,3.002,34.369,1.7,0.3,1.6,0.3,1.7,0.3,1.3,0.3,Buesseler et al. 2012 PNAS
527,KOK 11-08,6/15/11,21:30,surf,1,36.497,141.398,17.365,33.338,717,20,753,17,711.6,19.4,680.4,15.1,Buesseler et al. 2012 PNAS
528,KOK 11-08,6/16/11,9:52,surf,1,36.250,141.402,19.716,33.507,539,12,551,7,535.0,11.5,497.8,6.6,Buesseler et al. 2012 PNAS
529,KOK 11-08,6/16/11,11:59,surf,1,36.006,141.399,17.446,33.983,7.9,0.6,6.5,0.6,7.9,0.6,5.9,0.6,Buesseler et al. 2012 PNAS
536,KOK 11-08,6/16/11,16:00,surf,1,36.244,141.717,19.150,33.149,1622,39,1705,31,1611.5,39.1,1545.2,27.8,Buesseler et al. 2012 PNAS
563,KOK 11-08,6/16/11,17:56,surf,1,36.455,141.948,17.999,33.067,2651,55,2759,32,2626.8,54.2,2414.4,27.8,Buesseler et al. 2012 PNAS
537,KOK 11-08,6/16/11,18:50,surf,1,36.498,142.010,17.320,33.254,3477,70,3565,37,3453.7,69.8,3231.1,33.8,Buesseler et al. 2012 PNAS
564,KOK 11-08,6/16/11,18:23,10,10.5,36.498,142.010,17.057,34.022,391,8,390,5,387.4,8.0,345.6,4.2,Buesseler et al. 2012 PNAS
565,KOK 11-08,6/16/11,18:23,20,23,36.498,142.010,14.521,34.282,314,7,333,5,311.0,7.1,294.0,4.6,Buesseler et al. 2012 PNAS
566,KOK 11-08,6/16/11,18:23,50,53.5,36.498,142.010,12.513,34.370,113,2,117,2,112.1,2.5,103.7,1.5,Buesseler et al. 2012 PNAS
567,KOK 11-08,6/16/11,18:23,100,103.4,36.498,142.010,10.373,34.193,31,1,29,1,30.6,1.2,25.8,1.0,Buesseler et al. 2012 PNAS
572,KOK 11-08,6/17/11,5:30,200,198.7,36.498,142.010,7.241,33.795,13,0,12,0,13.0,0.4,11.0,0.3,Buesseler et al. 2012 PNAS
573,KOK 11-08,6/17/11,5:30,500,501.3,36.498,142.010,3.609,33.945,1.2,0.1,bd,,1.2,0.1,bd,,Buesseler et al. 2012 PNAS
574,KOK 11-08,6/17/11,5:30,1000,1000.5,36.498,142.010,3.008,34.377,0.3,,bd,,0.3,0.2,bd,,Buesseler et al. 2012 PNAS
577,KOK 11-08,6/16/11,18:51,surf,1,36.455,141.948,17.515,32.743,4497,106,4575,77,4468.3,105.1,4173.1,70.1,Buesseler et al. 2012 PNAS
578,KOK 11-08,6/17/11,10:50,surf,1,36.496,142.495,17.882,33.927,720,17,738,13,715.4,17.4,669.9,12.0,Buesseler et al. 2012 PNAS
584,KOK 11-08,6/17/11,10:37,20,20.8,36.496,142.495,14.014,33.969,383,9,398,6,379.8,8.8,348.1,5.7,Buesseler et al. 2012 PNAS
585,KOK 11-08,6/17/11,10:37,50,48.7,36.496,142.495,12.698,33.957,448,9,453,5,444.0,9.1,395.8,4.5,Buesseler et al. 2012 PNAS
587,KOK 11-08,6/17/11,16:25,surf,1,36.999,142.500,18.064,33.899,440,11,453,9,437.0,10.9,410.8,7.9,Buesseler et al. 2012 PNAS
593,KOK 11-08,6/17/11,16:13,20,19,36.999,142.500,13.948,34.032,408,8,445,5,404.0,8.3,391.3,4.3,Buesseler et al. 2012 PNAS
594,KOK 11-08,6/17/11,16:13,50,50,36.999,142.500,12.177,33.973,449,9,451,5,444.6,9.0,396.2,4.3,Buesseler et al. 2012 PNAS
595,KOK 11-08,6/17/11,21:15,surf,1,36.998,142.001,18.493,34.065,327,8,332,6,324.5,7.7,301.2,5.2,Buesseler et al. 2012 PNAS
601,KOK 11-08,6/17/11,21:08,20,19.7,36.998,142.001,14.057,34.052,509,12,545,8,504.9,11.5,479.2,7.4,Buesseler et al. 2012 PNAS
602,KOK 11-08,6/17/11,21:08,50,50.1,36.998,142.001,9.204,33.920,158,4,157,3,156.1,3.7,137.7,2.4,Buesseler et al. 2012 PNAS
604,KOK 11-08,6/18/11,4:18,surf,1,37.247,141.698,18.015,33.496,417,11,418,9,413.6,10.6,372.9,7.6,Buesseler et al. 2012 PNAS
605,KOK 11-08,6/18/11,5:55,surf,1,36.988,141.699,18.363,33.643,250,9,248,9,248.4,9.3,221.2,8.1,Buesseler et al. 2012 PNAS
606,KOK 11-08,6/18/11,7:04,surf,1,36.834,141.702,17.477,33.456,371,8,371,6,368.1,8.2,330.7,4.9,Buesseler et al. 2012 PNAS
607,KOK 11-08,6/18/11,9:58,surf,1,36.406,141.641,17.737,32.871,1863,42,1849,28,1848.4,41.4,1648.0,24.8,Buesseler et al. 2012 PNAS
608,KOK 11-08,6/18/11,13:13,surf,1,35.991,141.693,21.460,33.642,2.3,0.2,bd,,2.3,0.2,bd,,Buesseler et al. 2012 PNAS
609,KOK 11-08,6/18/11,15:17,surf,1,35.788,141.534,22.108,33.699,1.7,0.2,bd,,1.7,0.2,bd,,Buesseler et al. 2012 PNAS
P01,Melville 1304,3/1/13,5:00,1,,34.64166667,147.9,16.7,34.7, 4.4 , 0.2 , 2.4 , 0.3 , 4.2 , 0.2 , 1.3 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P02,Melville 1304,3/1/13,21:00,200,,35.8,148.2416667,12.3,34.3, 3.4 , 0.2 , 1.4 , 0.5 , 3.3 , 0.2 , 0.8 , 0.2 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P03,Melville 1304,3/1/13,21:00,150,,35.8,148.2416667,13.1,34.4, 2.8 , 0.2 , 1.4 , 0.3 , 2.7 , 0.2 , 0.7 , 0.2 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P04,Melville 1304,3/1/13,21:00,100,,35.8,148.2416667,14.4,34.6, 3.2 , 0.1 , 1.3 , 0.2 , 3.0 , 0.1 , 0.7 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P05,Melville 1304,3/1/13,21:00,50,,35.8,148.2416667,15.1,34.6, 3.4 , 0.2 , 1.2 , 0.2 , 3.3 , 0.2 , 0.6 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P06,Melville 1304,3/1/13,21:00,1,,35.8,148.2416667,15.3,34.7, 4.0 , 0.2 , 1.9 , 0.3 , 3.8 , 0.1 , 1.0 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P07,Melville 1304,3/1/13,23:24,1,,36.625,148.4816667,14.6,34.6, 2.3 , 0.1 , 1.1 , 0.2 , 2.2 , 0.1 , 0.6 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P08,Melville 1304,3/2/13,3:29,1,,36.99333333,148.6,15,34.6, 2.8 , 0.1 , 1.7 , 0.2 , 2.7 , 0.1 , 0.9 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P09,Melville 1304,3/3/13,23:36,1,,39.52583333,149.4185,10.7,34.3, 3.3 , 0.2 , 1.0 , 0.3 , 3.2 , 0.2 , 0.5 , 0.2 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P10,Melville 1304,3/4/13,2:48,1,,39.80258333,149.5213833,10.3,34.2, 3.1 , 0.1 , 1.1 , 0.2 , 3.0 , 0.1 , 0.7 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P11,Melville 1304,3/4/13,22:15,1,,40.90031667,149.9992833,10.2,33.1, 3.5 , 0.1 , bd ,, 3.4 , 0.1 , bd ,,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P12,Melville 1304,3/6/13,14:41,150,,38.19166667,148.6166667,10.7,34.28, 4.2 , 0.2 , 2.0 , 0.3 , 4.0 , 0.2 , 1.1 , 0.2 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P13,Melville 1304,3/6/13,14:41,100,,38.19166667,148.6166667,10.8,34.28, 3.9 , 0.2 , 1.5 , 0.3 , 3.8 , 0.2 , 0.8 , 0.2 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P14,Melville 1304,3/6/13,14:41,50,,38.19166667,148.6166667,10.5,34.28, 3.8 , 0.1 , 2.1 , 0.3 , 3.7 , 0.1 , 1.1 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P15,Melville 1304,3/6/13,14:41,1,,38.19166667,148.6166667,10.8,34.28, 3.7 , 0.1 , 2.2 , 0.2 , 3.5 , 0.1 , 1.2 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P16,Melville 1304,3/9/13,23:01,1,,33.52791667,148.6867167,16.8,33.5, 4.0 , 0.1 , 1.6 , 0.2 , 3.9 , 0.1 , 0.9 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P17,Melville 1304,3/11/13,8:57,1,,32.80983333,147.2312667,17.59,, 4.3 , 0.2 , 1.3 , 0.3 , 4.1 , 0.2 , 0.7 , 0.2 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P18,Melville 1304,3/11/13,16:29,1,,31.99166667,146.625,17.43,, 3.8 , 0.1 , 2.1 , 0.3 , 5.0 , 0.2 , 1.1 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
P19,Melville 1304,3/12/13,16:40,1,,30.49116667,146.5945,17.3,, 3.6 , 0.1 , 2.0 , 0.2 , 3.5 , 0.1 , 1.1 , 0.1 ,Yoshida et al. 2015 submitted GRL,,,,,,,,,,,,,
N04,Shinsei Maru KS-14-20,18-Oct-14,13:48,1,,37.4937,141.9987,,, 1.8 , 0.1 ,bd,, 1.6 , 0.1 ,bd,,"Ken Buesseler, unpub."
F01,Shinsei Maru KS-14-20,19-Oct-14,8:50,1,,36.4749,141.4749,,, 2.0 , 0.1 ,bd,, 1.9 , 0.1 ,bd,,"Ken Buesseler, unpub."
F01,Shinsei Maru KS-14-20,19-Oct-14,9:55,20,,36.4749,141.4749,,, 1.9 , 0.1 ,bd,, 1.8 , 0.1 ,bd,,"Ken Buesseler, unpub."
F01,Shinsei Maru KS-14-20,19-Oct-14,9:50,40,,36.4749,141.4749,,, 1.1 , 0.1 ,bd,, 1.0 , 0.1 ,bd,,"Ken Buesseler, unpub."
F01,Shinsei Maru KS-14-20,19-Oct-14,9:45,125,,36.4749,141.4749,,, 1.7 , 0.1 ,bd,, 1.6 , 0.1 ,bd,,"Ken Buesseler, unpub."
F01,Shinsei Maru KS-14-20,19-Oct-14,9:30,1279,,36.4749,141.4749,,, bd ,,bd,,, -   ,bd,,"Ken Buesseler, unpub."
NP3,Shinsei Maru KS-14-20,20-Oct-14,4:10,1,,37.4166,141.3003,,, 2.1 , 0.2 ,bd,, 2.0 , 0.1 ,bd,,"Ken Buesseler, unpub."
RA4,Shinsei Maru KS-14-20,20-Oct-14,9:05,1,,37.4183,141.2422,,, 1.3 , 0.1 ,bd,, 1.2 , 0.1 ,bd,,"Ken Buesseler, unpub."
NP1,Shinsei Maru KS-14-20,20-Oct-14,10:48,1,,37.5002,141.1806,,, 1.5 , 0.1 ,bd,, 1.3 , 0.1 ,bd,,"Ken Buesseler, unpub."
NP1,Shinsei Maru KS-14-20,20-Oct-14,10:15,7,,37.5002,141.1806,,, 0.5 , 0.1 ,bd,, 0.5 , 0.1 ,bd,,"Ken Buesseler, unpub."
NP1,Shinsei Maru KS-14-20,20-Oct-14,10:10,30,,37.5002,141.1806,,, 2.0 , 0.1 ,bd,, 1.9 , 0.1 ,bd,,"Ken Buesseler, unpub."
NP1,Shinsei Maru KS-14-20,20-Oct-14,10:05,44,,37.5002,141.1806,,, 1.9 , 0.1 ,bd,, 1.8 , 0.1 ,bd,,"Ken Buesseler, unpub."
RA5,Shinsei Maru KS-14-20,21-Oct-14,6:05,1,,37.4178,141.1391,,, 8.6 , 0.2 , 6.7 , 0.3 , 8.0 , 0.2 , 2.5 , 0.1 ,"Ken Buesseler, unpub."
NPE2,Shinsei Maru KS-14-20,21-Oct-14,10:10,1,,37.5002,141.0792,,, 13.8 , 0.3 , 11.1 , 0.5 , 12.8 , 0.3 , 4.2 , 0.2 ,"Ken Buesseler, unpub."
NP2,Shinsei Maru KS-14-20,21-Oct-14,15:20,1,,37.4171,141.0999,,, 12.6 , 0.4 , 10.6 , 0.5 , 11.6 , 0.3 , 4.0 , 0.2 ,"Ken Buesseler, unpub."
NP2,Shinsei Maru KS-14-20,21-Oct-14,15:05,7,,37.4171,141.0999,,, 9.5 , 0.3 , 6.1 , 0.6 , 8.7 , 0.3 , 2.3 , 0.2 ,"Ken Buesseler, unpub."
NP2,Shinsei Maru KS-14-20,21-Oct-14,15:03,12,,37.4171,141.0999,,, 3.7 , 0.2 , 1.7 , 0.2 , 3.4 , 0.1 , 0.5 , 0.1 ,"Ken Buesseler, unpub."
NP2,Shinsei Maru KS-14-20,21-Oct-14,15:00,23,,37.4171,141.0999,,, 2.7 , 0.1 , 1.3 , 0.2 , 2.5 , 0.1 , 0.3 , 0.01 ,"Ken Buesseler, unpub."
RA6,Shinsei Maru KS-14-20,21-Oct-14,20:41,1,,37.4169,141.0787,,, 63.6 , 1.3 , 59.7 , 1.4 , 58.7 , 1.2 , 18.2 , 0.4 ,"Ken Buesseler, unpub."
NPE1,Shinsei Maru KS-14-20,21-Oct-14,21:35,1,,37.3344,141.0794,,, 6.9 , 0.2 , 4.7 , 0.3 , 6.3 , 0.2 , 1.8 , 0.1 ,"Ken Buesseler, unpub."
NPO,Shinsei Maru KS-14-20,22-Oct-14,6:05,1,,37.4163,141.0509,,, 19.3 , 0.5 , 16.2 , 0.8 , 17.8 , 0.5 , 4.9 , 0.2 ,"Ken Buesseler, unpub."
NPO,Shinsei Maru KS-14-20,22-Oct-14,6:25,4,,37.4163,141.0509,,, 17.9 , 0.5 , 14.1 , 0.7 , 16.5 , 0.4 , 5.3 , 0.3 ,"Ken Buesseler, unpub."
RA5',Shinsei Maru KS-14-20,22-Oct-14,14:56,1,,37.2491,141.0773,,, 9.9 , 0.3 , 7.1 , 0.5 , 9.1 , 0.3 , 2.2 , 0.1 ,"Ken Buesseler, unpub."
RA2N,Shinsei Maru KS-14-20,22-Oct-14,15:40,1,,37.1666,141.0832,,, 7.4 , 0.2 , 5.3 , 0.3 , 6.8 , 0.2 , 2.0 , 0.1 ,"Ken Buesseler, unpub."
RA1N,Shinsei Maru KS-14-20,22-Oct-14,16:35,1,,37.0824,141.0839,,, 5.6 , 0.2 , 3.8 , 0.3 , 5.2 , 0.2 , 1.4 , 0.1 ,"Ken Buesseler, unpub."
RA3',Shinsei Maru KS-14-20,22-Oct-14,17:39,1,,36.9987,141.0830,,, 2.4 , 0.1 , 0.8 , 0.2 , 2.2 , 0.1 , 0.3 , 0.1 ,"Ken Buesseler, unpub."
NPE2,Shinsei Maru KS-14-05,1-May-14,7:30,1,,37.50,141.08,,33.2629, 30.6 , 0.7 , 28.4 , 0.8 , 28.5 , 0.6 , 10.1 , 0.3 ,"Ken Buessler, unpub."
NP0,Shinsei Maru KS-14-05,1-May-14,13:50,1,,37.42,141.05,,32.2241, 64.8 , 1.3 , 63.9 , 1.5 , 60.4 , 1.2 , 22.8 , 0.5 ,"Ken Buessler, unpub."
NP0,Shinsei Maru KS-14-05,1-May-14,18:55,1,,37.42,141.05,,33.6701, 63.4 , 1.4 , 58.5 , 1.5 , 59.1 , 1.3 , 20.9 , 0.5 ,"Ken Buessler, unpub."
RA6,Shinsei Maru KS-14-05,3-May-14,6:25,1,,37.42,141.08,,33.0118, 37.0 , 0.8 , 33.4 , 0.8 , 34.4 , 0.7 , 11.9 , 0.3 ,"Ken Buessler, unpub."
NP2,Shinsei Maru KS-14-05,3-May-14,7:37,1,,37.42,141.10,,33.5501, 18.8 , 0.4 , 16.0 , 0.4 , 17.5 , 0.4 , 5.7 , 0.2 ,"Ken Buessler, unpub."
NP2,Shinsei Maru KS-14-05,3-May-14,11:15,1,,37.42,141.10,,34.0527, 11.9 , 0.4 , 8.9 , 0.5 , 11.1 , 0.3 , 3.2 , 0.2 ,"Ken Buessler, unpub."
RA5,Shinsei Maru KS-14-05,3-May-14,11:50,1,,37.42,141.14,,34.3007, 5.7 , 0.2 , 2.2 , 0.5 , 5.3 , 0.2 , 0.8 , 0.2 ,"Ken Buessler, unpub."
NP1,Shinsei Maru KS-14-05,3-May-14,12:35,1,,37.42,141.18,,34.3325, 4.6 , 0.1 , 2.4 , 0.2 , 4.3 , 0.1 , 0.9 , 0.1 ,"Ken Buessler, unpub."
RA4-M,Shinsei Maru KS-14-05,3-May-14,16:00,1,,37.43,141.24,,34.2187, 5.2 , 0.1 , 3.2 , 0.2 , 4.8 , 0.1 , 1.1 , 0.1 ,"Ken Buessler, unpub."
NP3,Shinsei Maru KS-14-05,3-May-14,17:55,1,,37.42,141.30,,34.0942, 6.5 , 0.2 , 4.7 , 0.2 , 6.1 , 0.2 , 1.7 , 0.1 ,"Ken Buessler, unpub."
NPE1,Shinsei Maru KS-14-05,4-May-14,16:29,1,,37.33,141.08,,33.5032, 21.2 , 0.5 , 17.9 , 0.5 , 19.8 , 0.4 , 6.4 , 0.2 ,"Ken Buessler, unpub."
NPE1,Shinsei Maru KS-14-05,4-May-14,19:30,1,,37.33,141.08,,33.8138, 15.0 , 0.4 , 11.9 , 0.4 , 14.0 , 0.3 , 4.2 , 0.2 ,"Ken Buessler, unpub."
RA3',Shinsei Maru KS-14-05,4-May-14,21:44,1,,37.25,141.08,,33.6709, 20.2 , 0.5 , 17.1 , 0.6 , 18.8 , 0.4 , 6.1 , 0.2 ,"Ken Buessler, unpub."
RA2N,Shinsei Maru KS-14-05,5-May-14,7:50,1,,37.17,141.08,,34.0323, 8.1 , 0.2 , 4.9 , 0.3 , 7.5 , 0.2 , 1.8 , 0.1 ,"Ken Buessler, unpub."
RA1N,Shinsei Maru KS-14-05,5-May-14,10:00,1,,37.08,141.08,,34.076, 7.3 , 0.2 , 5.9 , 0.3 , 6.8 , 0.2 , 2.1 , 0.1 ,"Ken Buessler, unpub."
RA3,Shinsei Maru KS-14-05,5-May-14,12:30,1,,37.00,141.08,,34.0407, 8.2 , 0.2 , 5.6 , 0.4 , 7.6 , 0.2 , 2.0 , 0.1 ,"Ken Buessler, unpub."
N01,Umitaka Maru 13-05,14-May-13,23:17,5,6.29,37.500,141.500,9.1005,33.55975, 1.8 , 0.1 , bd ,, 1.72 , 0.09 , bd ,,"Ken Buesseler, unpub."
N01,Umitaka Maru 13-05,14-May-13,23:17,20,20.28,37.500,141.500,8.1917,33.5661, 1.6 , 0.1 , bd ,, 1.48 , 0.12 , bd ,,"Ken Buesseler, unpub."
N01,Umitaka Maru 13-05,14-May-13,23:17,50,50.735,37.500,141.500,7.76155,33.5916, 1.5 , 0.1 , bd ,, 1.43 , 0.11 , bd ,,"Ken Buesseler, unpub."
N01,Umitaka Maru 13-05,14-May-13,23:17,75,76.52,37.500,141.500,7.4101,, 2.1 , 0.2 , bd ,, 1.99 , 0.14 , bd ,,"Ken Buesseler, unpub."
N01,Umitaka Maru 13-05,14-May-13,23:17,100,100.85,37.500,141.500,6.85415,33.6474, 2.1 , 0.1 , bd ,, 2.03 , 0.14 , bd ,,"Ken Buesseler, unpub."
N01,Umitaka Maru 13-05,14-May-13,23:17,125,128.24,37.500,141.500,6.8174,33.6926, 2.7 , 0.1 , 0.3 , 0.1 , 2.52 , 0.11 , 0.12 , 0.05 ,"Ken Buesseler, unpub."
N01,Umitaka Maru 13-05,14-May-13,23:50,surf,1,37.500,141.500,9.85,33.456, 2.7 , 0.2 , bd ,, 2.53 , 0.15 , bd ,,"Ken Buesseler, unpub."
transit,Umitaka Maru 13-05,15-May-13,6:00,surf,1,37.549,141.334,10.59,33.291, 8.0 , 0.2 , 4.7 , 0.2 , 7.59 , 0.20 , 2.19 , 0.10 ,"Ken Buesseler, unpub."
transit,Umitaka Maru 13-05,15-May-13,6:30,surf,1,37.547,141.236,10.75,33.230, 4.4 , 0.2 , 3.0 , 0.3 , 4.17 , 0.21 , 1.38 , 0.14 ,"Ken Buesseler, unpub."
AN6,Umitaka Maru 13-05,15-May-13,22:25,surf,1,37.550,141.126,10.33,33.193, 5.3 , 0.2 , 3.2 , 0.2 , 5.07 , 0.15 , 1.49 , 0.10 ,"Ken Buesseler, unpub."
AN6,Umitaka Maru 13-05,15-May-13,7:50,surf,1,37.551,141.126,10.72,33.239, 8.4 , 0.3 , 5.8 , 0.4 , 7.98 , 0.26 , 2.69 , 0.17 ,"Ken Buesseler, unpub."
AN6,Umitaka Maru 13-05,15-May-13,7:45,10,10.55,37.551,141.126,9.0176,33.3637, 5.0 , 0.2 , 3.0 , 0.3 , 4.73 , 0.21 , 1.36 , 0.14 ,"Ken Buesseler, unpub."
AN6,Umitaka Maru 13-05,15-May-13,7:45,25,24.15,37.551,141.126,8.85035,33.5814, 8.0 , 0.2 , 5.0 , 0.3 , 7.54 , 0.23 , 2.31 , 0.14 ,"Ken Buesseler, unpub."
M01,Umitaka Maru 13-05,16-May-13,2:07,surf,1,37.550,141.219,9.93,33.261, 3.9 , 0.2 , 2.3 , 0.3 , 3.74 , 0.20 , 1.05 , 0.15 ,"Ken Buesseler, unpub."
M01,Umitaka Maru 13-05,16-May-13,0:00,bottom water,122,37.550,141.219,,, 19.2 , 0.6 , 15.3 , 0.8 , 18.22 , 0.55 , 6.98 , 0.35 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,7:22,surf,1,37.417,141.298,11.51,33.320, 17.2 , 0.4 , 14.1 , 0.5 , 16.36 , 0.41 , 6.87 , 0.23 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,8:37,5,5.54,37.417,141.299,10.72725,33.3801, 9.4 , 0.2 , 6.5 , 0.2 , 8.95 , 0.21 , 3.14 , 0.10 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,8:37,20,19.93,37.417,141.299,8.4352,33.4471, 2.9 , 0.1 , 2.2 , 0.3 , 2.79 , 0.13 , 1.04 , 0.12 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,8:37,35,34.68,37.417,141.299,7.71605,33.62115, 3.8 , 0.2 , 1.4 , 0.2 , 3.57 , 0.15 , 0.69 , 0.10 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,8:37,50,50.43,37.417,141.299,6.84165,33.59845, 2.4 , 0.1 , 0.8 , 0.1 , 2.30 , 0.09 , 0.38 , 0.06 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,8:37,70,70,37.417,141.299,6.1651,33.61125, 3.9 , 0.2 , 2.9 , 0.3 , 3.75 , 0.15 , 1.42 , 0.12 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,8:37,77,78.025,37.417,141.299,6.4595,33.66305, 2.6 , 0.1 , 1.1 , 0.1 , 2.50 , 0.09 , 0.53 , 0.07 ,"Ken Buesseler, unpub."
NP3,Umitaka Maru 13-05,16-May-13,8:37,110,112.59,37.417,141.299,6.16585,33.6201, 3.4 , 0.1 , 5.2 , 0.3 , 3.24 , 0.14 , 2.53 , 0.17 ,"Ken Buesseler, unpub."
NP1,Umitaka Maru 13-05,17-May-13,10:20,surf,1,37.394,141.146,11.38,33.217, 4.8 , 0.2 , 2.8 , 0.2 , 4.57 , 0.16 , 1.34 , 0.11 ,"Ken Buesseler, unpub."
NP1,Umitaka Maru 13-05,17-May-13,3:42,surf,1,37.419,141.181,11.24,33.205, 4.5 , 0.2 , 3.6 , 0.3 , 4.30 , 0.16 , 1.70 , 0.13 ,"Ken Buesseler, unpub."
NP1,Umitaka Maru 13-05,17-May-13,3:50,5,4.03,37.417,141.178,10.6818,33.2843, 4.5 , 0.1 , 2.9 , 0.2 , 4.32 , 0.12 , 1.39 , 0.08 ,"Ken Buesseler, unpub."
NP1,Umitaka Maru 13-05,17-May-13,3:50,20,19.83,37.417,141.178,8.59185,33.47035, 3.5 , 0.1 , 2.1 , 0.2 , 3.31 , 0.14 , 1.01 , 0.10 ,"Ken Buesseler, unpub."
NP1,Umitaka Maru 13-05,17-May-13,3:50,30,29.41,37.417,141.178,8.3912,33.60775, 7.2 , 0.2 , 4.7 , 0.3 , 6.85 , 0.21 , 2.25 , 0.14 ,"Ken Buesseler, unpub."
NP1,Umitaka Maru 13-05,17-May-13,3:50,50,51.04,37.417,141.178,8.4714,33.63575, 9.1 , 0.3 , 8.0 , 0.3 , 8.70 , 0.24 , 3.83 , 0.17 ,"Ken Buesseler, unpub."
NP2,Umitaka Maru 13-05,17-May-13,2:42,surf,1,37.404,141.087,13.00,33.268, 33.4 , 0.8 , 29.6 , 0.8 , 31.73 , 0.73 , 14.18 , 0.39 ,"Ken Buesseler, unpub."
NP2,Umitaka Maru 13-05,17-May-13,1:00,surf,1,37.416,141.100,12.53,33.257, 37.0 , 0.8 , 32.3 , 0.8 , 35.23 , 0.78 , 15.49 , 0.40 ,"Ken Buesseler, unpub."
NP2,Umitaka Maru 13-05,17-May-13,0:50,4.5,5.385,37.416,141.099,11.954,33.39165, 30.0 , 0.7 , 27.8 , 0.8 , 28.50 , 0.65 , 13.35 , 0.36 ,"Ken Buesseler, unpub."
NP2,Umitaka Maru 13-05,17-May-13,0:50,8.5,9.6,37.416,141.099,11.80685,33.3834, 41.0 , 0.9 , 38.0 , 1.0 , 38.97 , 0.88 , 18.24 , 0.48 ,"Ken Buesseler, unpub."
